charge_point_id,Latitude,Longitude,Network
5080,51.523998,-0.108347,Alpha
5081,52.027531,0.263567,Alpha
5082,51.491459000000006,-0.137107,Delta
5083,51.866699,0.16439,Beta
5084,52.236729,0.37609000000000004,Beta
5085,51.569946,-0.063827,Beta
5086,52.237801,0.376684,Delta
5087,52.237801,0.376773,Delta
5088,52.237801,0.376773,Beta
5089,51.521049,-0.106795,Beta
5090,51.521053,-0.106742,Gamma
5091,51.556816,-0.074149,Delta
5092,51.450108,-0.173905,Alpha
5093,51.497898,-0.1264,Gamma
5094,51.497898,-0.1264,Beta
5095,51.4977,-0.126443,Delta
5096,51.4977,-0.126442,Delta
5097,51.4977,-0.126441,Gamma
5098,51.379368,-0.243497,Alpha
5099,51.618641,-0.018172,Delta
5100,51.587478999999995,-0.043811,Delta
5101,51.617733,-0.017504,Beta
5102,51.617733,-0.017504,Beta
5103,51.617733,-0.017504,Gamma
5104,51.904312,0.19475,Gamma
5105,51.904297,0.19482,Gamma
5106,51.904284999999994,0.194885,Beta
5107,51.904259,0.19494,Beta
5108,51.528934,-0.093089,Beta
5109,51.519379,-0.101743,Gamma
5110,51.419258,-0.19822599999999999,Beta
5111,55.982441,-3.7322699999999998,Delta
5112,55.982445,-3.732279,Gamma
5113,51.518017,-0.102353,Gamma
5114,51.504723,-0.114651,Delta
5115,51.519016,-0.101353,Alpha
5116,51.296096999999996,-0.328327,Beta
5117,51.296096999999996,-0.328327,Alpha
5118,51.482201,-0.134266,Alpha
5119,51.482182,-0.134246,Alpha
5120,51.482162,-0.134226,Gamma
5121,51.48214,-0.134206,Beta
5122,51.482121,-0.134186,Beta
5123,51.482101,-0.134166,Alpha
5124,51.482082,-0.13414600000000002,Gamma
5125,51.520546,-0.09776499999999999,Beta
5126,51.520546,-0.09776499999999999,Alpha
5127,51.521126,-0.09664600000000001,Beta
5128,51.505421000000005,-0.11099,Alpha
5129,51.584003,-0.040561,Alpha
5130,55.780025,-4.032805000000001,Beta
5131,51.520171999999995,-0.09636900000000001,Delta
5132,51.608669,-0.018419,Beta
5133,51.90136,0.19927899999999998,Delta
5134,51.51915,-0.09597,Beta
5135,51.51915,-0.09597,Beta
5136,51.51915,-0.09597,Gamma
5137,51.51915,-0.09597,Beta
5138,51.494541,-0.11871400000000001,Alpha
5139,51.521633,-0.093312,Alpha
5140,51.521595,-0.093298,Beta
5141,51.518345000000004,-0.09627000000000001,Gamma
5142,51.518345000000004,-0.09627000000000001,Gamma
5143,51.521568,-0.09328,Gamma
5144,51.521538,-0.093263,Gamma
5145,51.521507,-0.09325,Delta
5146,51.521458,-0.093224,Alpha
5147,51.521389,-0.09319,Delta
5148,51.512046999999995,-0.101338,Alpha
5149,51.512046999999995,-0.101338,Gamma
5150,51.512046999999995,-0.101255,Beta
5151,51.512046999999995,-0.101255,Beta
5152,51.580135,-0.040427,Delta
5153,51.512046999999995,-0.101162,Delta
5154,51.512046999999995,-0.101162,Gamma
5155,51.534489,-0.080523,Gamma
5156,51.512161,-0.100849,Delta
5157,51.512153999999995,-0.100735,Delta
5158,51.512153999999995,-0.100735,Beta
5159,51.630718,0.002762,Beta
5160,51.511936,-0.10082,Gamma
5161,51.51189,-0.100815,Beta
5162,51.511784000000006,-0.100836,Gamma
5163,51.511833,-0.100617,Gamma
5164,51.511814,-0.100618,Delta
5165,51.511790999999995,-0.10062,Beta
5166,51.51757,-0.094944,Alpha
5167,51.51757,-0.094944,Alpha
5168,51.51757,-0.094925,Beta
5169,51.51757,-0.094925,Alpha
5170,51.517567,-0.094908,Delta
5171,51.517567,-0.094908,Beta
5172,51.517567,-0.094891,Beta
5173,51.517567,-0.094891,Gamma
5174,51.517567,-0.09486900000000001,Alpha
5175,51.517567,-0.09486900000000001,Beta
5176,51.518536,-0.093409,Alpha
5177,51.518505,-0.093427,Beta
5178,51.518505,-0.093427,Beta
5179,51.518463,-0.093454,Delta
5180,51.518463,-0.093454,Gamma
5181,51.518452,-0.09344,Beta
5182,51.518452,-0.09344,Alpha
5183,51.631844,0.005303,Alpha
5184,51.631844,0.005303,Beta
5185,50.792053,-1.1299489999999999,Beta
5186,51.519566,-0.0911,Gamma
5187,51.519566,-0.0911,Delta
5188,51.519566,-0.0911,Beta
5189,51.519566,-0.0911,Beta
5190,50.792065,-1.1298489999999999,Beta
5191,51.463459,-0.14365,Delta
5192,51.463459,-0.14365,Gamma
5193,50.989509999999996,-0.73803,Delta
5194,51.506207,-0.102003,Delta
5195,51.518387,-0.09066,Delta
5196,51.518387,-0.09066,Delta
5197,51.518387,-0.09066,Beta
5198,51.581757,-0.033931,Alpha
5199,51.521099,-0.087515,Alpha
5200,51.521099,-0.087515,Gamma
5201,51.521099,-0.087506,Alpha
5202,51.521099,-0.087506,Delta
5203,51.526699,-0.0823,Delta
5204,51.632996,0.009667,Gamma
5205,51.342552000000005,-0.264363,Beta
5206,51.436001,-0.167664,Gamma
5207,51.309677,-0.299971,Delta
5208,50.799988,-1.103566,Beta
5209,50.799988,-1.103566,Alpha
5210,50.799931,-1.1034,Delta
5211,50.799931,-1.1034,Gamma
5212,51.557934,-0.052488,Alpha
5213,51.545609000000006,-0.062466999999999995,Beta
5214,55.777409,-4.050155,Gamma
5215,55.777409,-4.050155,Alpha
5216,51.582993,-0.029653,Gamma
5217,55.777435,-4.05019,Beta
5218,55.777435,-4.05019,Gamma
5219,55.777451,-4.05018,Beta
5220,51.588409000000006,-0.024544999999999997,Alpha
5221,51.584373,-0.027925,Beta
5222,51.591305,-0.021943,Delta
5223,51.591248,-0.021963999999999997,Gamma
5224,55.777786,-4.050511,Gamma
5225,55.777786,-4.050511,Alpha
5226,55.777802,-4.050676999999999,Delta
5227,51.510502,-0.092865,Delta
5228,51.510502,-0.092865,Delta
5229,50.796397999999996,-1.10667,Gamma
5230,50.796397999999996,-1.10656,Delta
5231,51.510201,-0.092865,Alpha
5232,51.510201,-0.092865,Beta
5233,51.510201,-0.092865,Beta
5234,51.5238,-0.080114,Alpha
5235,51.560101,-0.0477,Alpha
5236,51.505177,-0.096991,Beta
5237,51.3344,-0.268217,Alpha
5238,51.476856,-0.123267,Alpha
5239,51.602657,-0.010361,Gamma
5240,51.5242,-0.078955,Beta
5241,51.37048,-0.22877600000000003,Beta
5242,51.504978,-0.09624500000000001,Delta
5243,51.3344,-0.2671,Alpha
5244,51.3344,-0.2671,Delta
5245,51.488997999999995,-0.1108,Alpha
5246,51.37178,-0.22697699999999998,Alpha
5247,51.591011,-0.019474,Beta
5248,51.376366,-0.22202600000000003,Delta
5249,51.591019,-0.019372999999999998,Alpha
5250,51.468948,-0.12911,Alpha
5251,51.576316999999996,-0.031445999999999995,Gamma
5252,51.335434,-0.264631,Beta
5253,51.400551,-0.19605899999999998,Gamma
5254,51.395332,-0.20118,Beta
5255,51.441788,-0.154478,Beta
5256,51.504868,-0.094346,Beta
5257,55.781257999999994,-4.051337999999999,Delta
5258,55.781257999999994,-4.051337999999999,Beta
5259,55.781155000000005,-4.051533999999999,Delta
5260,51.385428999999995,-0.210806,Alpha
5261,51.385428999999995,-0.210806,Beta
5262,51.417614,-0.177905,Delta
5263,55.781459999999996,-4.051496,Delta
5264,51.439609999999995,-0.15593800000000002,Gamma
5265,55.781528,-4.051563,Alpha
5266,51.504707,-0.093855,Gamma
5267,55.781567,-4.051627,Beta
5268,55.781601,-4.05166,Beta
5269,55.781634999999994,-4.051691,Beta
5270,55.78167,-4.051726,Delta
5271,50.800999,-1.08761,Gamma
5272,55.78175,-4.051806,Beta
5273,50.8009,-1.0875,Beta
5274,55.781776,-4.051842,Alpha
5275,55.781799,-4.051858,Delta
5276,55.781837,-4.051894,Alpha
5277,55.781864,-4.0519300000000005,Alpha
5278,55.781864,-4.05194,Alpha
5279,50.7929,-1.1047,Alpha
5280,51.324699,-0.273545,Delta
5281,51.607052,-0.001344,Beta
5282,51.607052,-0.001344,Delta
5283,51.607052,-0.001344,Beta
5284,51.488758000000004,-0.10566800000000001,Beta
5285,52.245518,0.40682399999999996,Alpha
5286,51.582726,-0.020744,Beta
5287,51.588882,-0.015373,Delta
5288,51.471146000000005,-0.121199,Delta
5289,51.585331,-0.017641999999999998,Gamma
5290,50.795196999999995,-1.092653,Alpha
5291,50.795196999999995,-1.092653,Delta
5292,51.453781,-0.13699999999999998,Gamma
5293,51.453781,-0.13699999999999998,Gamma
5294,51.585419,-0.017422999999999998,Gamma
5295,51.550636,-0.047287,Beta
5296,51.550636,-0.047287,Gamma
5297,51.412182,-0.1771,Beta
5298,51.412182,-0.1771,Delta
5299,51.480988,-0.10796199999999999,Delta
5300,51.55064,-0.044475,Alpha
5301,51.55064,-0.044475,Gamma
5302,52.246353000000006,0.411117,Alpha
5303,51.502029,-0.087261,Alpha
5304,51.501995,-0.087274,Alpha
5305,51.508815999999996,-0.080502,Gamma
5306,51.508815999999996,-0.080502,Beta
5307,51.566494,-0.02907,Beta
5308,51.509033,-0.079761,Beta
5309,51.505051,-0.08308,Beta
5310,51.505051,-0.08308,Alpha
5311,51.497208,-0.089822,Gamma
5312,51.508907,-0.078926,Delta
5313,51.508907,-0.078926,Beta
5314,51.502995,-0.08382300000000001,Gamma
5315,51.502956,-0.083762,Gamma
5316,51.51619,-0.071586,Alpha
5317,51.502945000000004,-0.083367,Gamma
5318,51.502945000000004,-0.083367,Beta
5319,51.502978999999996,-0.083284,Alpha
5320,51.583240999999994,-0.0109,Delta
5321,51.583240999999994,-0.0109,Beta
5322,51.51078,-0.07384199999999999,Delta
5323,51.589554,-0.004490999999999999,Alpha
5324,51.464069,-0.11697,Delta
5325,51.510578,-0.073642,Alpha
5326,51.371315,-0.209089,Beta
5327,51.510479,-0.073542,Alpha
5328,51.51038,-0.073442,Gamma
5329,51.510281,-0.07334199999999999,Beta
5330,51.575835999999995,-0.015022,Alpha
5331,50.852482,-0.9456459999999999,Gamma
5332,50.852470000000004,-0.9455530000000001,Beta
5333,51.407887,-0.168518,Beta
5334,50.795502,-1.066775,Gamma
5335,51.496208,-0.082557,Alpha
5336,51.496208,-0.082557,Beta
5337,51.536499,-0.044061,Alpha
5338,51.502499,-0.07369099999999999,Alpha
5339,51.569313,-0.014374000000000001,Alpha
5340,51.502499,-0.073589,Alpha
5341,51.5023,-0.0735,Gamma
5342,51.5023,-0.0735,Gamma
5343,50.732201,-1.2134,Delta
5344,56.32251,-3.01812,Beta
5345,51.57645,-0.0039020000000000005,Delta
5346,56.015499,-3.7461,Alpha
5347,51.750042,0.134796,Beta
5348,51.74966,0.135053,Beta
5349,51.571362,-0.005509,Delta
5350,51.380474,-0.184104,Gamma
5351,51.380474,-0.184104,Delta
5352,51.434909999999995,-0.12946,Beta
5353,51.380359999999996,-0.182926,Beta
5354,51.380054,-0.183203,Delta
5355,51.380054,-0.183203,Delta
5356,51.599644,0.019946000000000002,Delta
5357,51.380272,-0.182584,Alpha
5358,51.469269,-0.09519,Gamma
5359,51.313202000000004,-0.253259,Delta
5360,51.312599,-0.25342,Delta
5361,51.565006,-0.007422,Delta
5362,51.595515999999996,0.022789,Alpha
5363,51.595473999999996,0.02284,Gamma
5364,51.556046,-0.00982,Gamma
5365,51.556046,-0.00982,Gamma
5366,51.556046,-0.00982,Alpha
5367,51.556046,-0.009817,Delta
5368,51.556046,-0.009817,Beta
5369,51.543964,-0.019949,Alpha
5370,51.543983000000004,-0.01991,Gamma
5371,51.543983000000004,-0.01991,Alpha
5372,51.543983000000004,-0.01991,Delta
5373,51.543999,-0.019767,Gamma
5374,51.360031,-0.194116,Alpha
5375,50.739201,-1.1605,Beta
5376,51.455486,-0.099347,Beta
5377,51.3839,-0.169459,Alpha
5378,50.693321000000005,-1.2847870000000001,Beta
5379,50.693321000000005,-1.2847870000000001,Delta
5380,50.693321000000005,-1.2847870000000001,Gamma
5381,51.561344,-0.002089,Delta
5382,51.5658,0.001843,Beta
5383,51.484318,-0.070342,Gamma
5384,51.4841,-0.07013,Alpha
5385,51.4841,-0.07013,Delta
5386,51.484047,-0.070133,Delta
5387,51.484047,-0.070133,Beta
5388,51.555538,-0.005181,Gamma
5389,51.48624,-0.06619,Alpha
5390,51.48624,-0.066148,Delta
5391,51.58334,0.02065,Gamma
5392,51.567993,0.00851,Beta
5393,51.569614,0.010099,Beta
5394,51.569614,0.010099,Beta
5395,51.555813,-0.001261,Beta
5396,51.519634,-0.031043,Alpha
5397,51.567799,0.011426,Gamma
5398,51.313499,-0.231771,Gamma
5399,51.313499,-0.231733,Delta
5400,51.3134,-0.23180599999999998,Beta
5401,51.497803000000005,-0.047596,Beta
5402,51.497818,-0.047563999999999995,Gamma
5403,51.497828999999996,-0.047532,Beta
5404,51.497818,-0.047537,Beta
5405,51.497822,-0.047524000000000004,Delta
5406,51.497828999999996,-0.047494999999999996,Beta
5407,51.497837,-0.047475,Gamma
5408,51.497840999999994,-0.047456,Delta
5409,56.016399,-3.7828,Alpha
5410,51.372292,-0.166812,Delta
5411,55.848789000000004,-4.03025,Beta
5412,51.671658,0.10274100000000001,Beta
5413,55.740215,-4.169179,Beta
5414,51.553672999999996,0.006821,Beta
5415,51.379115999999996,-0.15543900000000002,Alpha
5416,51.430267,-0.10482899999999999,Alpha
5417,51.43034,-0.10471,Delta
5418,51.47311,-0.063071,Beta
5419,52.353565,0.500628,Alpha
5420,51.322891,-0.20984,Delta
5421,51.322788,-0.20984,Delta
5422,51.322689000000004,-0.20984,Gamma
5423,51.322590000000005,-0.20984,Beta
5424,51.609383,0.05935599999999999,Alpha
5425,51.3088,-0.22255300000000003,Beta
5426,51.3092,-0.22154000000000001,Beta
5427,52.343632,0.500161,Gamma
5428,52.343609,0.500279,Beta
5429,51.554981,0.015611000000000002,Beta
5430,52.343624,0.500373,Beta
5431,52.343624,0.500483,Beta
5432,52.343624,0.500567,Gamma
5433,52.343616,0.50078,Beta
5434,51.591545,0.04701,Beta
5435,51.479778,-0.049954000000000005,Alpha
5436,51.365673,-0.159615,Alpha
5437,51.391018,-0.130924,Gamma
5438,51.4814,-0.044181,Beta
5439,51.4814,-0.044181,Beta
5440,51.4814,-0.044181,Alpha
5441,55.835602,-4.0694,Delta
5442,50.842232,-0.873767,Alpha
5443,51.504684000000005,-0.016405,Delta
5444,51.504684000000005,-0.016405,Alpha
5445,51.504601,-0.016295,Gamma
5446,51.504562,-0.016277,Beta
5447,50.85181,-0.848356,Alpha
5448,50.8517,-0.8483,Alpha
5449,51.5765,0.046105,Delta
5450,51.504501,-0.015718,Delta
5451,51.504501,-0.015718,Beta
5452,51.504501,-0.015718,Gamma
5453,51.504501,-0.015718,Beta
5454,51.504501,-0.015718,Beta
5455,51.504501,-0.015718,Beta
5456,51.504501,-0.015718,Beta
5457,51.504501,-0.015718,Gamma
5458,51.504501,-0.015718,Alpha
5459,51.504501,-0.015718,Beta
5460,51.424339,-0.08461,Delta
5461,51.376106,-0.130422,Beta
5462,51.507038,-0.007238,Beta
5463,51.495201,-0.015738,Delta
5464,51.500301,-0.010129,Gamma
5465,51.500301,-0.010129,Delta
5466,51.420071,-0.07964,Alpha
5467,51.477364,-0.024117,Gamma
5468,51.477371000000005,-0.024059,Alpha
5469,51.515358,0.010541,Gamma
5470,51.515423,0.010602,Delta
5471,51.515373,0.010615000000000001,Alpha
5472,51.515327,0.010584,Gamma
5473,51.515442,0.010708,Gamma
5474,51.515381,0.010661,Delta
5475,51.474109999999996,-0.026095999999999998,Gamma
5476,51.515335,0.010654,Beta
5477,51.515335,0.010654,Delta
5478,51.515266,0.010594,Delta
5479,51.515293,0.010620000000000001,Gamma
5480,51.515392,0.010716,Delta
5481,51.474090999999994,-0.026075,Beta
5482,51.515465,0.010806,Delta
5483,51.51535,0.010716,Alpha
5484,51.515301,0.010675,Alpha
5485,51.515301,0.010675,Delta
5486,51.5154,0.010773999999999999,Alpha
5487,51.515278,0.010674,Gamma
5488,51.515461,0.010839,Alpha
5489,51.515312,0.010727,Delta
5490,51.51535,0.010762,Beta
5491,51.515353999999995,0.010795,Gamma
5492,51.515289,0.010742,Delta
5493,51.515404,0.010854,Gamma
5494,51.51532,0.010796,Delta
5495,51.515366,0.010839,Delta
5496,51.515297,0.010805,Delta
5497,51.515327,0.010843,Beta
5498,51.515293,0.010865000000000001,Beta
5499,51.515246999999995,0.010863,Beta
5500,50.737736,-3.430768,Alpha
5501,51.577728,0.064823,Gamma
5502,51.576656,0.065169,Alpha
5503,51.378899,-0.11231,Delta
5504,51.474525,-0.020965,Alpha
5505,51.438065,-0.05318,Gamma
5506,51.438049,-0.053036,Alpha
5507,51.477802000000004,-0.013678999999999998,Gamma
5508,51.498676,0.006071,Alpha
5509,51.498726,0.006167,Gamma
5510,51.498768,0.00627,Gamma
5511,51.479652,-0.009158,Gamma
5512,51.479652,-0.009158,Beta
5513,51.523739,0.034057,Delta
5514,51.523731,0.034058,Gamma
5515,51.523716,0.034165,Gamma
5516,51.483546999999994,-0.000942,Alpha
5517,51.586868,0.087291,Alpha
5518,55.94183,-3.9759900000000004,Beta
5519,51.481415000000005,-0.002502,Delta
5520,51.496811,0.011309999999999999,Alpha
5521,51.376701000000004,-0.100114,Delta
5522,51.496601,0.011890000000000001,Delta
5523,51.376499,-0.099971,Alpha
5524,55.764553,-4.205007,Alpha
5525,55.764542000000006,-4.205046,Alpha
5526,55.764538,-4.205086,Beta
5527,51.508007,0.022625,Gamma
5528,55.83416,-4.12173,Delta
5529,51.375099,-0.09881000000000001,Delta
5530,51.371559000000005,-0.102273,Delta
5531,51.371497999999995,-0.102257,Gamma
5532,51.371497999999995,-0.102257,Gamma
5533,51.4193,-0.054897,Beta
5534,51.461704,-0.013699000000000001,Beta
5535,51.375301,-0.095122,Delta
5536,51.461815,-0.013284,Alpha
5537,51.461899,-0.012620999999999999,Beta
5538,51.4618,-0.012662999999999999,Beta
5539,51.520615,0.039613,Gamma
5540,51.520621999999996,0.039682,Delta
5541,51.520638,0.03974,Alpha
5542,50.867214000000004,-0.754368,Gamma
5543,51.574329,0.08534,Gamma
5544,51.574729999999995,0.085759,Alpha
5545,51.415672,-0.05430599999999999,Alpha
5546,51.557097999999996,0.072063,Beta
5547,51.557097999999996,0.072063,Beta
5548,51.557097999999996,0.072404,Alpha
5549,55.76141,-4.21791,Beta
5550,51.371601,-0.095134,Beta
5551,51.371497999999995,-0.095112,Beta
5552,55.85974100000001,-4.106616000000001,Gamma
5553,55.859795,-4.106835,Beta
5554,51.489079,0.022058,Gamma
5555,50.858337,-0.754368,Delta
5556,50.858337,-0.754368,Gamma
5557,50.858337,-0.754368,Gamma
5558,50.858337,-0.754368,Beta
5559,51.489052,0.022935,Beta
5560,51.320755,-0.13716199999999998,Delta
5561,51.320755,-0.13716199999999998,Alpha
5562,51.320751,-0.137158,Delta
5563,51.320747,-0.137154,Alpha
5564,51.320747,-0.137154,Gamma
5565,51.077129,-4.06654,Delta
5566,51.077129,-4.06654,Alpha
5567,51.48769,0.024184,Alpha
5568,52.084998999999996,0.4349,Alpha
5569,52.08498,0.434934,Delta
5570,52.084942,0.434989,Gamma
5571,52.084919,0.435032,Gamma
5572,50.867153,-0.7341449999999999,Alpha
5573,51.489777000000004,0.026611000000000003,Beta
5574,51.489777000000004,0.026611000000000003,Delta
5575,51.489773,0.026649000000000003,Gamma
5576,51.489773,0.026649000000000003,Beta
5577,51.489799,0.026753,Delta
5578,51.489799,0.026753,Gamma
5579,50.867352000000004,-0.7335520000000001,Gamma
5580,50.867306,-0.7335659999999999,Alpha
5581,51.489596999999996,0.026639999999999997,Delta
5582,51.489596999999996,0.026639999999999997,Alpha
5583,51.489826,0.02685,Beta
5584,51.489826,0.02685,Alpha
5585,51.489616,0.026792000000000003,Delta
5586,51.489616,0.026792000000000003,Gamma
5587,51.489792,0.027010000000000003,Beta
5588,51.489792,0.027010000000000003,Delta
5589,51.489838,0.027052999999999997,Delta
5590,51.489838,0.027052999999999997,Gamma
5591,50.867199,-0.733347,Beta
5592,51.489826,0.027098,Beta
5593,51.489845,0.027260000000000003,Delta
5594,51.489845,0.027260000000000003,Delta
5595,51.489838,0.0275,Delta
5596,51.489838,0.0275,Delta
5597,51.489788,0.027462999999999998,Delta
5598,51.489803,0.027496,Alpha
5599,51.489803,0.027496,Gamma
5600,51.48988,0.027583,Delta
5601,51.48988,0.027583,Delta
5602,51.489292,0.027145,Alpha
5603,51.489292,0.027145,Delta
5604,51.48988,0.027693000000000002,Delta
5605,51.48988,0.027693000000000002,Delta
5606,51.489193,0.0271,Beta
5607,51.489193,0.0271,Beta
5608,51.489208000000005,0.027191000000000003,Gamma
5609,51.489208000000005,0.027191000000000003,Alpha
5610,51.488758000000004,0.027245,Gamma
5611,51.488758000000004,0.027245,Gamma
5612,51.488758000000004,0.027367000000000002,Alpha
5613,51.488758000000004,0.027367000000000002,Beta
5614,51.488758000000004,0.027367000000000002,Gamma
5615,51.488758000000004,0.027367000000000002,Gamma
5616,51.488743,0.027367000000000002,Alpha
5617,51.488743,0.027367000000000002,Gamma
5618,51.488121,0.027607999999999997,Delta
5619,51.488121,0.027607999999999997,Gamma
5620,51.488021999999994,0.027622000000000004,Alpha
5621,51.488021999999994,0.027622000000000004,Delta
5622,51.487583,0.027302999999999997,Alpha
5623,51.487583,0.027302999999999997,Gamma
5624,51.487938,0.02762,Beta
5625,51.487938,0.02762,Beta
5626,51.487881,0.027632,Beta
5627,51.487881,0.027632,Gamma
5628,51.487576000000004,0.027583999999999997,Beta
5629,51.487576000000004,0.027583999999999997,Delta
5630,51.487743,0.027906999999999998,Beta
5631,51.487743,0.027906999999999998,Alpha
5632,51.487576000000004,0.027766000000000002,Alpha
5633,51.487576000000004,0.027766000000000002,Beta
5634,51.487732,0.027913,Alpha
5635,51.487732,0.027913,Gamma
5636,51.487701,0.027931,Delta
5637,51.487701,0.027931,Alpha
5638,51.487705,0.027947000000000003,Delta
5639,51.487705,0.027947000000000003,Delta
5640,51.487659,0.027925,Delta
5641,51.487659,0.027925,Beta
5642,51.487637,0.027956,Delta
5643,51.487637,0.027956,Beta
5644,51.48769,0.02815,Beta
5645,51.48769,0.02815,Beta
5646,51.48764,0.028167,Alpha
5647,51.48764,0.028167,Alpha
5648,51.487656,0.028232,Gamma
5649,51.487656,0.028232,Alpha
5650,51.502232,0.041122000000000006,Alpha
5651,51.349369,-0.100396,Delta
5652,51.473701,0.0187,Beta
5653,51.580546999999996,0.10963900000000001,Gamma
5654,51.580582,0.10968399999999999,Beta
5655,51.58062,0.109721,Delta
5656,51.580653999999996,0.10975399999999999,Gamma
5657,52.081005,0.43956999999999996,Delta
5658,52.081001,0.439592,Gamma
5659,51.476524,0.022419,Delta
5660,52.082298,0.44033,Gamma
5661,52.080963,0.43963199999999997,Beta
5662,52.082226,0.440295,Alpha
5663,52.080929,0.439675,Gamma
5664,50.832298,-0.783929,Gamma
5665,50.832279,-0.783936,Alpha
5666,51.408703,-0.038656,Beta
5667,51.256190999999994,-0.19217,Alpha
5668,50.834747,-0.776618,Gamma
5669,50.834599,-0.776618,Alpha
5670,51.501537,0.047238999999999996,Beta
5671,51.501537,0.047238999999999996,Beta
5672,51.519894,0.063206,Gamma
5673,51.519894,0.063206,Gamma
5674,51.430439,-0.014853,Alpha
5675,55.942955000000005,-4.01828,Gamma
5676,50.656651000000004,-1.1504159999999999,Delta
5677,51.238869,-0.205091,Beta
5678,50.708960999999995,-3.4636949999999995,Beta
5679,50.708960999999995,-3.4636949999999995,Beta
5680,51.502857,0.053305,Beta
5681,51.502834,0.053302999999999996,Gamma
5682,51.502811,0.053299,Beta
5683,51.502777,0.053301999999999995,Beta
5684,51.50275,0.053298000000000005,Delta
5685,50.70892,-3.463917,Delta
5686,51.411537,-0.027451999999999997,Delta
5687,51.411301,-0.026846,Delta
5688,51.420055,-0.018412,Beta
5689,51.42009,-0.018359999999999998,Delta
5690,50.811405,-0.802776,Beta
5691,51.564739,0.11026099999999998,Beta
5692,50.811398,-0.802618,Gamma
5693,50.86116,-0.71306,Gamma
5694,51.435478,0.001366,Alpha
5695,51.498787,0.058834000000000004,Alpha
5696,51.498756,0.059042,Beta
5697,51.498721999999994,0.059158,Alpha
5698,50.726299,-3.5230599999999996,Gamma
5699,50.7262,-3.52299,Alpha
5700,51.094429,-4.124412,Alpha
5701,51.374359000000005,-0.050718,Alpha
5702,51.564495,0.118716,Beta
5703,51.564636,0.11922200000000001,Gamma
5704,51.022919,-0.45286000000000004,Delta
5705,51.42131,-0.0017800000000000001,Delta
5706,51.421356,-0.0015949999999999998,Beta
5707,51.420914,-0.001315,Delta
5708,56.112652000000004,-3.79051,Alpha
5709,52.44706,0.624879,Beta
5710,52.44706,0.62517,Alpha
5711,52.446964,0.625217,Beta
5712,52.446964,0.625217,Alpha
5713,52.447083,0.625401,Delta
5714,51.44978,0.030614,Gamma
5715,51.252734999999994,-0.162604,Delta
5716,51.416599,0.002336,Delta
5717,51.416610999999996,0.0023899999999999998,Beta
5718,51.307666999999995,-0.102645,Delta
5719,50.716869,-3.534999,Delta
5720,51.458138,0.043831,Beta
5721,56.125319999999995,-3.7846589999999996,Gamma
5722,51.22681,-0.18334,Gamma
5723,51.226711,-0.18334,Gamma
5724,51.462078000000005,0.049980000000000004,Delta
5725,55.83166899999999,-4.208516,Delta
5726,55.83166899999999,-4.20855,Beta
5727,55.83166899999999,-4.208583,Delta
5728,51.456688,0.050472,Alpha
5729,56.480568000000005,-2.884086,Gamma
5730,51.565704,0.143294,Beta
5731,51.565704,0.143294,Beta
5732,51.565692999999996,0.143497,Delta
5733,51.565692999999996,0.143497,Beta
5734,51.872355999999996,0.360765,Delta
5735,51.872314,0.360759,Beta
5736,51.872269,0.36075100000000004,Delta
5737,51.565692999999996,0.143597,Gamma
5738,51.872227,0.360746,Gamma
5739,51.565697,0.14369300000000002,Gamma
5740,51.5658,0.143984,Alpha
5741,51.313666999999995,-0.081663,Gamma
5742,51.313697999999995,-0.081536,Gamma
5743,51.4221,0.022362,Alpha
5744,51.376774,-0.019622,Beta
5745,51.415409000000004,0.017866999999999997,Gamma
5746,51.406399,0.01067,Beta
5747,51.871803,0.36449000000000004,Gamma
5748,51.871815000000005,0.364523,Gamma
5749,51.871821999999995,0.364581,Beta
5750,51.871821999999995,0.364581,Alpha
5751,51.871840999999996,0.364653,Beta
5752,51.539635,0.12779200000000002,Alpha
5753,51.3759,-0.015887000000000002,Beta
5754,56.47818,-2.9404150000000002,Alpha
5755,55.834141,-4.2241800000000005,Beta
5756,55.49828,-4.564788,Delta
5757,55.498298999999996,-4.5649,Beta
5758,51.4025,0.017469,Beta
5759,51.404099,0.019384000000000002,Beta
5760,51.410999,0.026223000000000003,Gamma
5761,50.854599,-0.6472600000000001,Alpha
5762,51.467312,0.080039,Beta
5763,51.467293,0.08003500000000001,Beta
5764,51.235886,-0.14188399999999998,Delta
5765,51.235878,-0.141796,Alpha
5766,51.5802,0.181143,Alpha
5767,51.5802,0.181143,Alpha
5768,51.063168,-0.334583,Delta
5769,51.063156,-0.334573,Gamma
5770,51.530590000000004,0.143199,Delta
5771,51.435921,0.06307,Beta
5772,56.549801,-2.61234,Alpha
5773,56.141380000000005,-3.8154190000000003,Beta
5774,56.141380000000005,-3.81549,Beta
5775,51.434498,0.064969,Delta
5776,51.531399,0.148063,Beta
5777,51.5312,0.14809,Beta
5778,51.451248,0.08064600000000001,Delta
5779,51.451209999999996,0.080685,Gamma
5780,51.531174,0.14863900000000002,Delta
5781,51.064762,-0.323056,Alpha
5782,51.064659000000006,-0.323056,Delta
5783,51.062252,-0.325787,Alpha
5784,51.062218,-0.325819,Alpha
5785,51.062241,-0.325766,Beta
5786,51.062199,-0.325798,Gamma
5787,51.342533,-0.016436000000000003,Delta
5788,51.546391,0.16508599999999998,Delta
5789,55.49791,-4.59158,Alpha
